Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Order,,,,2023-04-08 15:35:05,2023-04-08 15:35:33,28.695s,FAILED
,,,,,,,
Test Cases/Order Process/Order Item 01,,,,2023-04-08 15:35:05,2023-04-08 15:35:32,26.804s,FAILED
Start listener action : enableSauceLabs,,,,2023-04-08 15:35:05,2023-04-08 15:35:05,0.021s,PASSED
"callTestCase(findTestCase(""Account/Login successfully""), [:], STOP_ON_FAILURE)",,,,2023-04-08 15:35:06,2023-04-08 15:35:32,26.261s,FAILED
Start listener action : autoUpdateJobStatus,,,,2023-04-08 15:35:32,2023-04-08 15:35:32,0.002s,PASSED
,,,,,,,
Test Cases/Order Process/Check order 02,,,,2023-04-08 15:35:32,2023-04-08 15:35:33,1.439s,FAILED
Start listener action : enableSauceLabs,,,,2023-04-08 15:35:32,2023-04-08 15:35:32,0.001s,PASSED
"callTestCase(findTestCase(""Account/Login successfully""), [:], STOP_ON_FAILURE)",,,,2023-04-08 15:35:32,2023-04-08 15:35:33,0.985s,FAILED
Start listener action : autoUpdateJobStatus,,,,2023-04-08 15:35:33,2023-04-08 15:35:33,0.001s,PASSED
